,0,1,2
213,false,“America was the ONLY country that ended” slavery,"By Emily Venezky • July 31, 2020"
214,mostly-true,"Say Wisconsin Republican lawmakers have done nothing ""while neighboring states like Minnesota, Illinois and Michigan have already implemented safety precautions like requiring individuals to wear masks.""","By Haley BeMiller • July 31, 2020"
215,false,"Says he opposes statewide mask order because it would require him to “wear a mask in my house, or walking my dog.”","By Eric Litke • July 30, 2020"
216,false,"A patch on law enforcement officers in Portland is for “ZTI solutions, a PRIVATE contractor.”","By Daniel Funke • July 30, 2020"
217,pants-fire,"Photos show Portland, Ore., after protests.","By Ciara O'Rourke • July 30, 2020"
218,false,"“The NFL agreed to give the domestic terror group, BLM, 250 million dollars.”","By Ciara O'Rourke • July 30, 2020"
219,false,"""Black Lives Matter is a terrorist organization.""","By Tom Kertscher • July 30, 2020"
220,barely-true,"The longest filibuster in U.S. history was 75 days and “took place in 1964, when Democrats tried to block the Civil Rights Act.”","By Samantha Putterman • July 30, 2020"
221,false,A photo shows Portland protesters pointing lasers at federal officers.,"By Ciara O'Rourke • July 30, 2020"
222,false,Says wearing masks has been “proven ineffective.”,"By Madeline Heim • July 30, 2020"
223,pants-fire,"“If you have worked during the COVID-19 pandemic, the Department of Labor has finally authorized up to $4,800 in hazard pay for qualified essential workers.”","By Ciara O'Rourke • July 30, 2020"
224,false,“SpongeBob’s license address is Jeffrey Epstein’s private island!”,"By Ciara O'Rourke • July 30, 2020"
225,false,“Joe Biden takes a knee after spotting an American flag near his childhood home in Pennsylvania.”,"By Ciara O'Rourke • July 30, 2020"
226,false,“American coronavirus vaccine killed five Ukrainians.”,"By Tom Kertscher • July 30, 2020"
227,true,"Says 1 in 5 Texans did not have health insurance coverage before the pandemic, and now “nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance.”","By Madlin Mekelburg • July 30, 2020"
228,false,“Hurricane ‘Hanna’ hitting Texas has blown over part of a border wall.”,"By Ciara O'Rourke • July 29, 2020"
229,half-true,“Local governments are making these (COVID-19) decisions on inaccurate data because the negatives are not being entered … across the state of Wisconsin.”,"By Eric Litke • July 29, 2020"
230,false,Florida state Senate candidate Ray Rodrigues “is promoting illegal immigration.”,"By Amy Sherman • July 29, 2020"
231,false,“Portland goon squads were Blackwater contractors not federal officers.”,"By Daniel Funke • July 29, 2020"
232,half-true,West Virginia is the state with the oldest population.,"By Patrick Orsagos • July 29, 2020"
233,pants-fire,"Say that according to the Los Angeles Times, “95% of warrants for murder in Los Angeles are for illegal aliens,” more than two-thirds of all births in Los Angeles County “are to illegal alien Mexicans” on Medicaid, “nearly 60% of all occupants of HUD properties are illegal,” and Nancy Pelosi “wants to put a windfall tax” on retirement fund profits.","By Louis Jacobson • July 29, 2020"
234,false,Says the NIH “15 years ago published a study on chloroquine. It is effective against COVID-(1).”,"By Samantha Putterman • July 29, 2020"
235,false,“@Mark Warner and his party bosses are calling to defund the police...”,"By Warren Fiske • July 29, 2020"
236,pants-fire,Photo shows “huge charter busses” Black Lives Matter bought “to transport members to riots.”,"By Ciara O'Rourke • July 29, 2020"
237,false,“Walmart has just pledged $100 million to Black Lives Matter.”,"By Tom Kertscher • July 28, 2020"
238,half-true,"Social media posts claim the U.S. Postal Service “says you should give mail in ballots at least 14 days roundtrip. So, if you plan to vote by mail, election day isn’t November 3. It’s October 20th.”","By Chris Nichols • July 28, 2020"
239,false,Says Joe Biden is formally listed as criminal suspect in Ukraine case involving his son.,"By Tom Kertscher • July 28, 2020"
240,false,"“This virus has a cure. It is called hydroxychloroquine, zinc, and Zithromax. I know you people want to talk about a mask. Hello? You don’t need (a) mask. There is a cure.”","By Daniel Funke • July 28, 2020"
241,false,“McDonald’s (makes) you all sign noncompete contracts that you cannot go across town to try to get a job at Burger King.”,"By Jon Greenberg • July 28, 2020"
242,pants-fire,Says Mark Zuckerberg's real name is Jacob Greenberg and he’s the grandson of billionaire David Rockefeller.,"By Samantha Putterman • July 28, 2020"
243,true,"On home health workers’ low pay and limited benefits, “40% are still on SNAP or Medicaid.”","By Stephanie Stapleton • July 28, 2020"
244,false,No U.S. presidents elected before Donald Trump were racist.,"By Sophie Austin • July 27, 2020"
245,false,"The CDC said it “made a mistake” and reduced its count of Florida COVID-19 cases from 90,000 to 11,000.","By Tom Kertscher • July 27, 2020"
246,half-true,"“Under the leadership of @WVGovernor Justice, West Virginia now has the highest rate of COVID-19 spread from person to person than any other state.”","By Patrick Orsagos • July 27, 2020"
247,false,The Trump administration has had “zero unfulfilled equipment and supply requests from state governors.”,"By Bill McCarthy • July 27, 2020"
248,pants-fire,"Quotes Tom Brady as saying, “If anyone on my team kneels, I quit.”","By Samantha Putterman • July 27, 2020"
249,barely-true,Michigan House “passes bill to ‘voluntarily’ begin placing human implantable microchips into the bodies of all state government employees”,"By Madison Czopek • July 27, 2020"
250,false,Says Sen. Thom Tillis “doesn’t think restaurant workers should have to wash their hands.”,"By Paul Specht • July 24, 2020"
251,false,Says Gov. Gretchen Whitmer “defunded the Michigan State Police and the prisons.”,"By Clara Hendrickson • July 24, 2020"
252,mostly-true,"There’s already 10,000 businesses that are not likely to open again, and a significant number of small businesses and minority businesses.”","By Samantha Putterman • July 24, 2020"
253,barely-true,“We're setting record job numbers.”,"By Louis Jacobson • July 24, 2020"
254,mostly-true,"“PPP on average probably provided a grant of around $11,000 per employee.""","By Lawrence Andrea • July 24, 2020"
255,pants-fire,Kroger stores are charging a “BLM charge.”,"By Ciara O'Rourke • July 24, 2020"
256,false,"Quotes Anthony Fauci as writing, “I reject the notion that it’s ‘just a virus’ and we’ll all get it eventually. What a careless, lazy, heartless stance.”","By Ciara O'Rourke • July 24, 2020"
257,false,The United Nations’ “new world order” agenda will create one world government with one world military and the end of national sovereignty.,"By Patrick Orsagos • July 24, 2020"
258,true,“Murders this year have spiked 27% in Philadelphia.”,"By Jessica Calefati • July 24, 2020"
259,barely-true,"The estate tax ""would punish family farms and small businesses, forcing them to be sold off instead of passed on to the next generation.”","By Caleb McCullough • July 23, 2020"
260,false,Quotes Joe Biden as saying “We need to teach our children the ISLAMIC FAITH in our schools!”,"By Emily Venezky • July 23, 2020"
261,barely-true,Says President Donald Trump “is still yet to say anything as the president of the United States about bounties on American troops.”,"By Miriam Valverde • July 23, 2020"
262,half-true,“TEA is allowing online learning with attendance stipulations but will not fund school districts if they do not open their schools...If schools do not open and are not funded there will be no more teachers or school at all.”,"By Sarah Asch • July 23, 2020"
263,pants-fire,Says Tom Hanks was “arrested in Australia for pedophilia.”,"By Ciara O'Rourke • July 23, 2020"
264,half-true,“Two stamps needed for mail-in ballots.”,"By Tom Kertscher • July 23, 2020"
265,false,Bank of America just pledged $1 billion dollars to Black Lives Matter.,"By Samantha Putterman • July 23, 2020"
266,pants-fire,“Teachers are the number one occupation of the antifa terrorist organization according to the FBI.”,"By Daniel Funke • July 23, 2020"
267,true,"“Taxpayers spent $70,000,000 to develop this drug ( remdesivir).""","By Madeline Heim • July 23, 2020"
268,mostly-true,"“I, all the way back in January, warned (President Trump that) this pandemic was coming. I talked about what we needed to do.”","By Louis Jacobson • July 22, 2020"
269,false,"Quotes President Donald Trump as saying, “Everybody says I’ve done a tremendous job with COVID… I think a little gratitude would be nice. Maybe a big ‘Thank you Mr. President’ is called for.”","By Emily Venezky • July 22, 2020"
270,half-true,Businesses that refuse any legal tender can be fined and sued.,"By Samantha Putterman • July 22, 2020"
271,false,The New York Times “published Tucker Carlson’s home address and location.”,"By Ciara O'Rourke • July 22, 2020"
272,false,"Says Joe Biden said, “We don’t need any more N***** bigshots.”","By Ciara O'Rourke • July 22, 2020"
273,false,"Says Barack Obama ""signed the law authorizing federal agents to snatch protesters off the streets” in Portland, Ore.","By Tom Kertscher • July 22, 2020"
274,barely-true,"Says John James ""wants to allow insurance companies to discriminate against people with preexisting conditions.”","By Clara Hendrickson • July 22, 2020"
275,true,"""The average family in America forks over more of their hard-earned income to their local hospital than to the IRS.”","By Madeline Heim • July 22, 2020"
276,false,“Since Trump labeled ANTIFA a terrorist organization their rights were stripped by the Patriot Act which states if someone is labeled a terrorist they are not afforded due process.”,"By Daniel Funke • July 21, 2020"
277,false,"Says Joe Biden proposed “killing over 600,000 jobs supported by fracking.”","By Jessica Calefati • July 21, 2020"
